Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,Yes,57,No,No,Fiber optic,Yes,No,No internet service,No,No,No internet service,One year,No,Electronic check,82.5,4551.39,Yes
Female,1,Yes,No,6,No,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,One year,Yes,Electronic check,78.72,489.12,Yes
Female,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,48.62,,Yes
Female,0,No,Yes,8,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),37.95,305.82,No
Female,1,No,No,51,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,89.2,4544.21,Yes
Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,39.29,958.27,No
Male,0,Yes,No,47,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,54.92,2574.77,No
Female,0,No,No,55,No,No,DSL,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.01,3012.5,No
Female,0,Yes,Yes,64,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),76.01,5001.93,No
Male,1,Yes,No,10,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No,One year,Yes,Bank transfer (automatic),85.27,817.03,Yes
Male,0,No,Yes,56,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,18.3,1046.16,No
Female,1,No,No,12,Yes,No,DSL,No internet service,No,No internet service,No,No,Yes,Two year,No,Credit card (automatic),43.25,531.6,No
Male,0,Yes,No,33,No,No,DSL,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),41.83,1388.53,No
Male,1,Yes,Yes,71,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.16,4011.39,No
Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),18,307.2,No
Female,0,No,Yes,61,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,Yes,One year,No,Credit card (automatic),99.01,6041.24,Yes
Female,0,No,No,10,Yes,Yes,DSL,No,No internet service,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),66.81,666.48,Yes
Male,1,Yes,No,31,Yes,No,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,60.97,1882.63,No
Female,0,No,No,60,Yes,No phone service,DSL,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,87.65,5054.33,Yes
Male,0,No,No,70,Yes,Yes,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.53,5458.34,No
Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,One year,No,Bank transfer (automatic),80.2,1308.5,Yes
Female,0,No,No,50,Yes,No phone service,DSL,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.53,3143.41,No
Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,68.14,2461.55,Yes
Female,0,Yes,Yes,62,Yes,No phone service,No,No,No,No,No,No,No,Two year,Yes,Mailed check,90.33,5457.69,Yes
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,80.96,5660.62,No
Female,0,No,No,29,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),116.85,3468.43,Yes
Male,0,No,Yes,32,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.2,2284.94,Yes
Male,0,No,No,11,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.52,913.65,Yes
Male,0,No,Yes,6,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,61.31,360.69,Yes
Male,0,No,No,35,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,74.71,2704.81,Yes
Female,0,Yes,Yes,33,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,76.27,2548.1,Yes
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,51.68,911.02,No
Female,0,Yes,No,37,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),45.61,1723.62,No
Female,0,Yes,No,13,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.23,1077.97,No
Female,0,No,No,64,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,78.63,5075.88,No
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,No,Mailed check,109.03,,Yes
Female,1,Yes,No,63,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Two year,Yes,Bank transfer (automatic),65.14,4022.4,No
Male,1,No,Yes,34,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),35.17,1247.26,No
Male,0,Yes,No,10,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),65.35,641.78,Yes
Female,0,Yes,No,7,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.09,619.11,Yes
Male,1,Yes,No,56,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,18,1003.97,No
Male,0,No,No,37,No,No,DSL,No,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,64.81,2465.87,No
Female,0,No,No,29,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),84.99,2356.53,Yes
Male,0,Yes,No,12,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),72.04,875.47,Yes
Female,0,No,No,17,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,54.25,946.29,Yes
Female,0,Yes,Yes,48,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),28.92,1384.29,No
Female,0,No,No,26,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No internet service,One year,Yes,Mailed check,64.64,1614.3,Yes
Male,1,Yes,No,12,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),28.27,330.58,No
Male,1,Yes,No,21,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.19,1821.13,Yes
Female,0,No,No,42,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,66.84,2918.29,No
Male,0,Yes,Yes,61,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,109.85,6648.32,Yes
Female,0,Yes,No,58,No,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,18,1050.31,No
Female,0,No,No,54,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),54.8,2878.82,No
Female,0,No,Yes,34,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,Two year,No,Electronic check,87,2932.03,Yes
Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),99.28,683.62,Yes
Male,1,Yes,Yes,35,No,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,88.22,3135.72,Yes
Female,0,Yes,No,15,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,36.41,572.62,No
Male,0,No,Yes,65,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.56,3389.36,No
Male,1,Yes,No,25,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18,436.15,No
Female,0,No,No,59,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,Two year,No,Mailed check,66.36,3945.65,No
Female,0,No,No,6,No,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),99.9,573.41,Yes
Female,0,Yes,No,52,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),65.21,3305.1,No
Female,0,Yes,No,21,Yes,No,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Mailed check,82.3,1671.65,Yes
Male,0,Yes,Yes,71,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,One year,No,Credit card (automatic),81.5,5691.34,No
Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,55.49,1807.43,No
Female,0,No,No,53,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,18,953.94,No
Male,1,Yes,Yes,59,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.23,6477.34,Yes
Female,0,Yes,No,69,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,77.96,5224.72,No
Female,0,No,No,62,Yes,Yes,DSL,No,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,27.48,1680.62,No
Female,0,Yes,No,4,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,76.13,299.34,Yes
Female,0,No,No,18,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),71,1244.26,Yes
Female,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),104.33,6130.61,Yes
Male,0,No,No,24,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,One year,Yes,Mailed check,79.16,1878.41,Yes
Male,0,No,No,66,Yes,No,DSL,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),79.27,5462.29,No
Female,0,No,No,13,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,Month-to-month,No,Mailed check,70.98,912.63,Yes
Female,0,No,No,62,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),41.91,2521.53,No
Female,0,Yes,Yes,54,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),85.18,4424.57,Yes
Female,0,Yes,No,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),64.24,997.86,Yes
Female,1,No,No,69,No,No,DSL,No,No internet service,No internet service,Yes,Yes,No,One year,No,Mailed check,36.42,2395.4,No
Female,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),45.23,141.99,Yes
Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Mailed check,30.92,1134.68,No
Female,0,Yes,No,37,No,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),96.79,3490.76,Yes
Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,No,Electronic check,120,364.23,Yes
Female,0,Yes,Yes,63,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,99.65,6047.49,Yes
Female,0,Yes,No,35,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.29,2555.91,Yes
Male,0,No,No,52,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,Yes,One year,No,Electronic check,63.04,3385.53,No
Male,0,Yes,No,28,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),56.27,1563.69,No
Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),35.41,638.54,No
Female,0,No,Yes,36,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,120,4180.33,Yes
Male,0,No,No,33,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,33.98,1072.16,No
Male,1,No,No,64,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,39.52,2495.84,No
Female,0,No,No,26,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.13,1538.32,No
Male,0,Yes,No,48,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,61.61,3035.78,No
Female,0,No,No,40,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Two year,No,Electronic check,83.06,3322.75,Yes
Male,0,No,Yes,17,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.8,783.12,No
Male,0,Yes,No,40,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),18,692.31,No
Female,0,No,No,7,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,58.06,388.7,Yes
Male,0,No,No,57,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,60.08,3307.73,No
Male,0,Yes,No,8,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,No internet service,One year,No,Bank transfer (automatic),57.64,473.66,Yes
Female,0,Yes,No,56,No,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,57.24,3288.57,No
Female,0,Yes,No,31,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,54.48,1628.31,No
Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Two year,Yes,Mailed check,25.27,1421,No
Female,0,Yes,No,58,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),108.87,6431.46,Yes
Male,0,No,No,12,No,No,DSL,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,107.17,1331.73,Yes
Male,0,Yes,No,48,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,106.86,5259.62,Yes
Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,29.43,885.22,No
Female,0,No,No,63,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.11,4898.62,No
Female,0,No,No,39,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,52.31,2092.59,No
Female,1,No,No,20,No,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Two year,Yes,Mailed check,50.68,988.85,No
Female,0,Yes,No,48,Yes,No,DSL,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),37.14,1787.66,No
Female,0,Yes,No,71,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),120,8361.92,Yes
Male,0,No,No,54,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),57.54,3021.89,No
Female,0,No,No,71,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No,No internet service,One year,Yes,Mailed check,37.34,2775.63,No
Male,0,No,No,29,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,69.15,2088.09,Yes
Male,0,Yes,No,48,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,Yes,Mailed check,87.89,4195.8,Yes
Male,1,No,No,56,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),60.76,3278.97,No
Male,0,Yes,No,17,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),72.33,1257.63,Yes
Female,0,No,Yes,9,Yes,No,DSL,No,No,No,No,Yes,No internet service,Two year,No,Credit card (automatic),95.06,834.64,Yes
Female,1,No,Yes,34,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,One year,Yes,Mailed check,36.36,1195.26,No
Female,0,Yes,No,45,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.33,3127.36,No
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),45.83,413.7,No
Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),41.77,280.62,No
Male,0,Yes,No,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),117.56,1894.46,Yes
Male,0,No,Yes,19,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),62.32,1126.69,Yes
Female,1,No,No,6,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Mailed check,33.14,206.63,No
Female,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,61.65,706.68,Yes
Female,0,No,No,61,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,28.72,1792.75,No
Male,0,No,No,42,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,No,Mailed check,58.48,2447.94,No
Female,0,No,Yes,13,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.65,566.22,No
Female,1,No,Yes,12,No,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.33,987.49,Yes
Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),120,2503.63,Yes
Female,0,No,No,50,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.75,2885.49,No
Male,0,Yes,No,36,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,45.77,1642.09,No
Male,0,No,Yes,69,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,67.73,4587.03,No
Male,0,Yes,Yes,37,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,109.74,4002.21,Yes
Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,80.49,956.78,Yes
Male,0,Yes,No,40,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),60.77,2540.62,No
Male,0,No,No,54,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,18,948.54,No
Male,0,Yes,Yes,2,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,63.43,,Yes
Male,0,Yes,No,50,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,88.3,4614.33,Yes
Female,0,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),93.73,3833.73,Yes
Female,0,No,Yes,45,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),104.33,4865.55,Yes
Male,0,Yes,No,9,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No,Two year,Yes,Electronic check,44.77,385.15,No
Male,0,Yes,Yes,62,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),52.91,3429.03,No
Male,0,Yes,Yes,47,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.39,2795.17,No
Male,0,Yes,No,5,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,86.29,452.16,Yes
Male,0,No,No,1,Yes,No,DSL,No,No internet service,No,No,No,No,Two year,Yes,Mailed check,57.11,57.11,Yes
Male,0,No,No,44,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,80.74,3532.8,Yes
Male,1,No,No,22,Yes,No,DSL,Yes,No internet service,No,No internet service,No,Yes,One year,Yes,Mailed check,53.47,1153.83,No
Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),43.82,1654.04,No
Female,0,No,Yes,19,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,98.29,1820.92,Yes
Male,0,No,No,31,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No,One year,No,Mailed check,74.37,2412.75,Yes
Male,0,No,No,67,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,87.4,5742.04,No
Female,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,58.81,2507.88,No
Female,0,No,Yes,26,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),89.12,2233.11,Yes
Female,1,No,No,13,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,33.12,444.53,No
Female,0,Yes,Yes,58,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,37.9,2207.54,No
Male,1,No,No,18,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),93.26,1759.16,Yes
Male,0,No,No,67,Yes,No,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,62.89,4181.35,No
Female,0,No,No,3,No,No,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,57.6,167.54,Yes
Male,1,Yes,No,55,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,37.41,2025.87,No
Female,0,No,No,58,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,89.13,5292.04,Yes
Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,120,7680.28,No
Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,83.23,4448.43,Yes
Male,0,Yes,Yes,24,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,51.53,1183.97,No
Female,0,No,No,72,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,One year,No,Mailed check,106.6,7736.88,Yes
Male,0,No,Yes,9,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Electronic check,75.78,711.49,Yes
